,A,Q,Context,len_Context,label
213,Not insane.,Of course.,"You mean there really is a Bart? Good Lord! Oh, Mr. Simpson, you've got a visitor. Mr. Simpson, after talking to your wife, we believe you're no threat to yourself or others. Of course.",4.0,1.0
214,"Thanks a lot, Michael. You really helped me get through this. If you ever find your marbles, come visit us.","I'm proud of you, Homer.","Oh, Mr. Simpson, you've got a visitor. Mr. Simpson, after talking to your wife, we believe you're no threat to yourself or others. Of course. I'm proud of you, Homer.",4.0,1.0
215,You are? Why?,"Well, how about today? I'm only here voluntarily.","Mr. Simpson, after talking to your wife, we believe you're no threat to yourself or others. Of course. I'm proud of you, Homer. Well, how about today? I'm only here voluntarily.",4.0,1.0
221,Not me. I got this.,"This is my real voice. My name is Leon Kompowski and I'm a brick layer from Patterson, New Jersey. All my life I was very angry until one day I just talked like this. All of a sudden everybody was smiling at me, and I was only doin' good on this earth, so I kept on doin' it. To make a tired point. Which one of us is truly crazy?","And the guy in the pink shirt is the father of the family who, it turns out, was just released from a mental hospital. Huh? I thought so. Oh, Bart, you... This is my real voice. My name is Leon Kompowski and I'm a brick layer from Patterson, New Jersey. All my life I was very angry until one day I just talked like this. All of a sudden everybody was smiling at me, and I was only doin' good on this earth, so I kept on doin' it. To make a tired point. Which one of us is truly crazy?",4.0,1.0
231,"Don't be so... Oh, you're right.","Homer, he obviously got out alive if he wrote the article.","But irrigation can save your people, Chief Smiling Bear. Important. Hey, what gives, man? Homer, he obviously got out alive if he wrote the article.",4.0,1.0
232,Hmph?,Homie... Put down your magazine for a minute...,"Important. Hey, what gives, man? Homer, he obviously got out alive if he wrote the article. Homie... Put down your magazine for a minute...",4.0,1.0
233,"That reminds me! ""Seven Ways To Spice Up Your Marriage."" Marge, you have a nice body. And if you'd like to see me in a costume, you have only to ask.",I thought you might want to snuggle.,"Hey, what gives, man? Homer, he obviously got out alive if he wrote the article. Homie... Put down your magazine for a minute... I thought you might want to snuggle.",4.0,1.0
234,Where do you think? This baby never steers you wrong. And it was free. Free!,"Where did you get the idea for this, Mom?","Homer, he obviously got out alive if he wrote the article. Homie... Put down your magazine for a minute... I thought you might want to snuggle. Where did you get the idea for this, Mom?",4.0,1.0
235,"Wow! ""Win a Trip to Washington D.C.""! ""All expenses paid... VIP tour""... Oh. It's for kids.",It certainly has enriched our lives.,"Homie... Put down your magazine for a minute... I thought you might want to snuggle. Where did you get the idea for this, Mom? It certainly has enriched our lives.",4.0,1.0
236,Ooh... And Miss? Just one more question --,Very.,"I thought you might want to snuggle. Where did you get the idea for this, Mom? It certainly has enriched our lives. Very.",4.0,1.0
246,Free food?!,Sorry fatso.,"Homer, look! They give you a shower cap, and body gel and bathrobes... Ooh, and a welcoming mint on your pillow. MOMMM! Good morning. This is your wake-up call. Sorry fatso.",4.0,1.0
247,"Ooh! I love your magazine. My favorite section is ""How To Increase Your Word Power."" That thing is really, really, really good.","Lisa? I'm Faith Crowley, Patriotism Editor of Reading Digest.","MOMMM! Good morning. This is your wake-up call. Sorry fatso. Lisa? I'm Faith Crowley, Patriotism Editor of Reading Digest.",4.0,1.0
248,"Miss? What does the ""I"" stand for?",These are special VIP badges. They'll get you into places other tourists never see.,"Good morning. This is your wake-up call. Sorry fatso. Lisa? I'm Faith Crowley, Patriotism Editor of Reading Digest. These are special VIP badges. They'll get you into places other tourists never see.",4.0,1.0
259,"Oh, here we go again. Look, I don't care if Ned Flanders is the nicest guy in the world, he's a jerk. End of story.","He's trying to be friendly. You know, if you gave Ned Flanders a chance --","Why Homer, you silly goose! The weed whacker's just for the edges! You're gonna be out here all day! You are a picture and a half! Well -- hee hee! -- if you're finished by tomorrow, come on over and strap on the feed bag. We're gonna fire up old Propane Elaine and put the heat to the meat! Nummy nummy num! I think it means he's having a barbecue. He's trying to be friendly. You know, if you gave Ned Flanders a chance --",4.0,1.0
260,"Excuse me? Better? Thanks a lot, Marge, you really put me in my place.","We can't hold it against him, just because he has things a little better than we do --","You are a picture and a half! Well -- hee hee! -- if you're finished by tomorrow, come on over and strap on the feed bag. We're gonna fire up old Propane Elaine and put the heat to the meat! Nummy nummy num! I think it means he's having a barbecue. He's trying to be friendly. You know, if you gave Ned Flanders a chance -- We can't hold it against him, just because he has things a little better than we do --",4.0,1.0
261,"Don't get me wrong, it's worth feeling three inches tall to find out what kind of a person you really are. Marge Simpson... President of the International We Love Flanders Fan Club...","Oh, Homer.","I think it means he's having a barbecue. He's trying to be friendly. You know, if you gave Ned Flanders a chance -- We can't hold it against him, just because he has things a little better than we do -- Oh, Homer.",4.0,1.0
266,"Fun? Where is this store, Flanders? The merry old land of Oz?","Well, I know it's a little risky and it's gonna be a lot of hard work, but gosh darn it, it's gonna be a lot of fun, too.","You lie like a fly with a booger in its eye. Friends, we love you all, but I also have a ""sinister"" motive for asking you all here -- ""sinister"" being Latin for ""left-handed."" But enough joking. Well sir, like one out of every nine Americans, I'm left-handed. And let me tell you, it ain't all peaches and cream. Your writing gets smeared. Lord help you if you want to drive a standard transmission. Well sir, I'm opening a one-stop store for Southpaws. Everything from left-handed apple peelers to left-handed zithers. I'm gonna call it the Leftorium. So Homer, I'm dyin' to know. What do you think of the Leftorium? Well, I know it's a little risky and it's gonna be a lot of hard work, but gosh darn it, it's gonna be a lot of fun, too.",4.0,1.0
267,Nah.,"Oh, here, you two. Make a wish.","Friends, we love you all, but I also have a ""sinister"" motive for asking you all here -- ""sinister"" being Latin for ""left-handed."" But enough joking. Well sir, like one out of every nine Americans, I'm left-handed. And let me tell you, it ain't all peaches and cream. Your writing gets smeared. Lord help you if you want to drive a standard transmission. Well sir, I'm opening a one-stop store for Southpaws. Everything from left-handed apple peelers to left-handed zithers. I'm gonna call it the Leftorium. So Homer, I'm dyin' to know. What do you think of the Leftorium? Well, I know it's a little risky and it's gonna be a lot of hard work, but gosh darn it, it's gonna be a lot of fun, too. Oh, here, you two. Make a wish.",4.0,1.0
268,"No, it isn't.",It's fun.,"Well sir, like one out of every nine Americans, I'm left-handed. And let me tell you, it ain't all peaches and cream. Your writing gets smeared. Lord help you if you want to drive a standard transmission. Well sir, I'm opening a one-stop store for Southpaws. Everything from left-handed apple peelers to left-handed zithers. I'm gonna call it the Leftorium. So Homer, I'm dyin' to know. What do you think of the Leftorium? Well, I know it's a little risky and it's gonna be a lot of hard work, but gosh darn it, it's gonna be a lot of fun, too. Oh, here, you two. Make a wish. It's fun.",4.0,1.0
269,"Hmm, let's see. Nah. Hmmm. Heyyyy.","You must have something you want to wish for, Homer.","Well, I know it's a little risky and it's gonna be a lot of hard work, but gosh darn it, it's gonna be a lot of fun, too. Oh, here, you two. Make a wish. It's fun. You must have something you want to wish for, Homer.",4.0,1.0
270,"Keep your pants on, Flanders! I'm wishing as fast as I can! Ooooh. Mmmm -- too far. Okay. Ready. Yesssss! Oh yessss! Read it and weep. In your face. I've got more chicken bone!","Come on, Homer! I got an ambition to do some wishin'!","Oh, here, you two. Make a wish. It's fun. You must have something you want to wish for, Homer. Come on, Homer! I got an ambition to do some wishin'!",4.0,1.0
271,"Oooh. That would be a shame. Wouldn't it, Flanders?","No, no, no, don't say. Otherwise it won't come true.","It's fun. You must have something you want to wish for, Homer. Come on, Homer! I got an ambition to do some wishin'! No, no, no, don't say. Otherwise it won't come true.",4.0,1.0
278,"Yeah, come on boy, this better be worth my ten bucks.","So Bart, what did you learn in karate school today?","Dad, do you know what Schadenfreude is? It's the German term for ""shameful joy"" -- taking pleasure in the suffering of others. Sour grapes. So Bart, what did you learn in karate school today?",4.0,1.0
279,"Ooh, the touch of death.","Uh, I learned the touch of death.","It's the German term for ""shameful joy"" -- taking pleasure in the suffering of others. Sour grapes. So Bart, what did you learn in karate school today? Uh, I learned the touch of death.",4.0,1.0
288,"Um, Mr. Burns...","Now, now, now. Tell my secretary I said you could have a free apple. She'll make everything all right, I promise. Damned infernal gizmo. My kingdom for a left-handed can opener!","Ah! Look, Smithers, another member of our nuclear family, with some helpful suggestions. And what's your name? Oh! It's a real one! ""No more apples in the vending machine, please."" Well, that's almost a sentence! Oh, of course. And don't worry, there'll be plenty of apples for you. Nobody will take away your precious apples. Now, now, now. Tell my secretary I said you could have a free apple. She'll make everything all right, I promise. Damned infernal gizmo. My kingdom for a left-handed can opener!",4.0,1.0
289,"Sorry, Flanders.","Come on, Homer. Tell him about the store. I'm dyin' out here.","Oh! It's a real one! ""No more apples in the vending machine, please."" Well, that's almost a sentence! Oh, of course. And don't worry, there'll be plenty of apples for you. Nobody will take away your precious apples. Now, now, now. Tell my secretary I said you could have a free apple. She'll make everything all right, I promise. Damned infernal gizmo. My kingdom for a left-handed can opener! Come on, Homer. Tell him about the store. I'm dyin' out here.",4.0,1.0
293,"You were swindled, my friend. Twenty bucks. Take it or leave it.","Twenty? Homer, I paid three hundred dollars for this just last year.","Hey, I'm flexible! You don't have to pay all at once. I'll be here all night if you change your mind. Oh, yeah. Sure. Thought I'd just get rid of some of the clutter. See anything you like? Ah, got your eye on the gas grill. She's a butane beaut. Twenty? Homer, I paid three hundred dollars for this just last year.",4.0,1.0
294,Sorry! No cash for Neddie! Homer keep all money! Bye bye Neddie! Bye bye!,"Oh, Homer, be reasonable.","Oh, yeah. Sure. Thought I'd just get rid of some of the clutter. See anything you like? Ah, got your eye on the gas grill. She's a butane beaut. Twenty? Homer, I paid three hundred dollars for this just last year. Oh, Homer, be reasonable.",4.0,1.0
